,INDPRO,IPFINAL,IPMANSICS,PAYEMS,MANEMP,RPI,CMRMTSPLx,RETAILx,IPCONGD,IPDCONGD,IPBUSEQ,CUMFNS,AMDMNOx,ANDENOx,UNRATE,AWHMAN,CES0600000007,HOUST,PERMIT,JTSJOL,RRSFS,S&P 500,S&P PE ratio,T10YFFM,T1YFFM,BAAFFM,TB3SMFFM,TB3MS,GS5,GS10,BAA,AAA,VIXCLSx,GS2,ANFCI,NFCI,term_spread,baa_spread,aaa_spread,CPIAUCSL,PCEPI,UMCSENTx,TWEXAFEGSMTHx,WPSFD49207,CPILFESL,PCEPILFE,IR,IQ,T10YIE,GDPC1
1996-01-31,-0.005740078791367509,-0.011406858433631761,-0.006864496043073487,-6.76126807839239e-05,-0.0013356951955341145,0.003376712752025668,-0.0100321418599858,-0.0011720714883143302,-0.011757565896053812,-0.027669728650149494,-0.010970156290918354,-0.9936999999999898,-0.04684875042748793,-0.10696322142900527,0.0,39.7,39.5,7.2909747781429814,7.234898420314831,,-0.006356242172957494,-0.0002441028824398117,-0.012443411129652304,0.09,-0.47,1.91,-0.56,-0.13999999999999968,-0.14999999999999947,-0.05999999999999961,-0.020000000000000462,-0.010000000000000675,15.069,-0.20999999999999996,-0.66325,-0.7705,0.6500000000000004,1.8199999999999994,1.1599999999999993,0.00388432643390324,0.00030315261948743455,-1.7000000000000028,0.014050580718617312,-0.0015623656311438694,0.0030586659299158825,-0.00027395130363050413,-0.0019900191635153774,0.005735235910039549,,
1996-02-29,0.014529159926465418,0.01767861626304601,0.014660980383441213,0.0035519220654833816,0.0012776585744092017,0.008288153450815017,0.008995170420130094,0.015009973332000826,0.014500400588739026,0.026133413959708918,0.024532721896148857,0.755999999999986,-0.032836249156014574,0.0025868277898233316,-0.09999999999999964,41.3,40.9,7.307202314764738,7.258412150595307,,0.013077010811503698,0.055585686662594114,0.0477706101134614,0.59,-0.28,2.41,-0.39,-0.16999999999999993,0.019999999999999574,0.15999999999999925,0.16000000000000014,0.1800000000000006,16.5672,-0.08000000000000007,-0.78225,-0.8195,0.9799999999999995,1.8200000000000003,1.1800000000000006,-0.00324735739395976,-0.0006464985641416732,-0.7999999999999972,0.002201123209303546,-0.0030888055445865703,-0.0018410313030114978,0.0001703111699331572,-0.0039564800242111176,-0.006686237479472723,,
1996-03-31,-0.0012250426290405514,-0.004427051704539942,-0.0020095628653828967,0.002136878783932872,-0.002149726302127064,0.0034878390060661957,0.0004976003650991601,0.0037392239454341336,-0.006071950184469266,-0.03238047007349287,-0.0022655939080227228,-0.6127999999999929,0.09002461432505626,0.07610305543525442,0.0,41.1,40.7,7.261225091971921,7.270312886079025,,0.0005168442653573635,-0.0038099397471897944,-0.012022327995441895,0.96,0.03,2.72,-0.35,0.1299999999999999,0.5899999999999999,0.45999999999999996,0.39999999999999947,0.35999999999999943,18.7075,0.6299999999999999,-0.6986,-0.7647999999999999,1.3099999999999996,1.7599999999999998,1.08,0.0012832553598149943,0.0014381998432480003,5.200000000000003,-0.0008082493409373726,0.0061491354403502285,0.0006051113507714589,0.0010116302417841894,0.007901258315227366,0.0009528312800917149,,0.7462586731000087
1996-04-30,0.009901218260520928,0.013630557228078821,0.01212195915028591,0.0013940795875253542,0.0006395906837788345,0.0026287241001856643,0.008907784112883732,0.007885991979097895,0.009173648598422623,0.045517557554165755,0.0247990573397745,0.5382000000000033,-0.050637592629255934,-0.10576060908399043,0.09999999999999964,41.1,40.8,7.323830566202317,7.288244401020124,,0.004035668783380686,0.00015453084466354738,-0.005047163027754653,1.29,0.32,2.97,-0.27,-0.009999999999999787,0.33000000000000007,0.2400000000000002,0.16000000000000014,0.15000000000000036,16.7505,0.2999999999999998,-0.5695,-0.69125,1.5599999999999996,1.6799999999999997,0.9900000000000002,0.0006304812020561101,-2.355945474974419e-05,-1.0,0.006043706649450975,-0.0030886892872441507,-0.0012202491769919277,-0.0009593418969533474,0.0028962451309597625,0.0066753149184552996,,
1996-05-31,0.0074455836229239125,0.0049606983676664385,0.00789952810123662,0.002840922905459564,0.0010457213524848186,0.004307442625652413,0.007579682717400615,0.008861970562412225,0.001678625295557623,0.004937045264999718,0.013295133904800416,0.19360000000000355,0.04776031203989639,0.08385066781453787,0.0,41.4,40.8,7.315883504509785,7.284134806195205,,0.006941994818690844,0.02149272582134909,0.019116459465168045,1.5,0.4,3.06,-0.22,0.0699999999999994,0.1800000000000006,0.23000000000000043,0.11000000000000121,0.1200000000000001,16.8627,0.13999999999999968,-0.6374000000000001,-0.7068,1.7200000000000006,1.5600000000000005,0.8799999999999999,-0.0019310953122735341,-0.0012673188016885106,-3.299999999999997,0.004748926159400035,-0.003060446153106078,0.001211380036721721,0.0003822067227563508,-0.015671957896122635,-0.0019246777042356555,,
1996-06-30,0.007593378241184112,0.008488978253090806,0.009450469495071445,0.002281970505485731,0.00023223409300854314,0.006624002931872042,-0.004725370855314992,-0.008002305969677437,0.007184873924099833,0.021237199206320945,0.015178249744558947,0.3241999999999905,0.0005894847041414408,-0.0125684565055586,-0.2999999999999998,41.5,41.0,7.2909747781429814,7.264730177929867,,-0.009922333526391824,0.010934659573592853,0.010678502943881618,1.64,0.54,3.13,-0.18,0.07000000000000028,0.20999999999999996,0.16999999999999993,0.09999999999999964,0.08999999999999986,17.6216,0.20000000000000018,-0.6637500000000001,-0.70875,1.8200000000000003,1.4900000000000002,0.7999999999999998,-3.6793390600919906e-06,-0.0017382997215529272,3.0,0.0027034183248568766,0.003051108392896573,-5.876968600659893e-06,-0.0009688231919815493,-0.004011609929864157,-0.005690806133450188,,1.6541866808907457
1996-07-31,0.00015374603570972312,0.0005675629483041789,0.004472609839220709,0.002076826622564809,-0.00023223409300854314,-0.0020607060842365854,0.007866007926532248,0.006438265308084112,-0.004999588801460675,0.003908095742890971,0.012481882234639308,-0.07840000000000202,-0.006161141045192053,0.015030753840720834,0.20000000000000018,41.4,40.8,7.294377299288821,7.27931883541462,,0.00453048397156941,-0.03722898069241509,-0.03802668694761424,1.47,0.45,2.95,-0.25,0.0600000000000005,-0.05000000000000071,-0.040000000000000036,-0.05000000000000071,-0.05999999999999961,19.2709,-0.03000000000000025,-0.649,-0.704,1.7199999999999998,1.4799999999999995,0.7800000000000002,-3.665264431518267e-06,0.0021253991028267194,2.299999999999997,-0.004519687424587637,-0.003813013191659387,-0.0006091668460834754,0.001106328113505306,0.009870762333027194,-0.0028593855401117807,,
1996-08-31,0.0051052352845752935,-0.0007101080797831116,0.0045173056433283065,0.0014903194455904156,0.0019722728128819256,0.0032004625800432507,0.0034266378391585306,9.01172235963088e-05,-0.0034665386512795493,-0.010831648551878459,0.005137918036153266,-0.07159999999998945,-0.03913269101076544,-0.08281019674550727,-0.40000000000000036,41.5,41.0,7.350516171833998,7.253470382684528,,-0.00118475039099053,0.02848480322075364,0.027598943926468777,1.42,0.45,2.96,-0.17,-0.10000000000000053,-0.25,-0.23000000000000043,-0.16999999999999993,-0.1900000000000004,16.145,-0.23999999999999932,-0.6942,-0.7375999999999999,1.5899999999999999,1.54,0.8200000000000003,-0.0006395813395343453,-0.0011581320532592088,0.5999999999999943,-0.0059292153785373,0.0038060471799914453,-3.2779189007570153e-06,-0.0010091496083592943,0.001987084117756055,0.00284672317925061,,
1996-09-30,0.006239632118214544,0.009736810039559174,0.007678289990899145,0.0016791498471508959,-0.00028979627524883256,0.0028268288686668086,0.003053217028517352,0.011257455373719694,0.010146959242989695,0.011974172287281704,0.011126252744825926,0.18849999999999056,0.05040229938743579,0.09345835390440271,0.10000000000000053,41.6,41.0,7.29641326877392,7.238496840894365,,0.008079051889097855,0.01824267822007286,0.01577847234905594,1.53,0.53,3.05,-0.21,0.040000000000000036,0.20999999999999996,0.1900000000000004,0.16999999999999993,0.20000000000000018,17.046,0.20000000000000018,-0.65125,-0.73625,1.7400000000000002,1.5199999999999996,0.8300000000000001,0.0019025393270881708,0.001871375186718538,-0.5999999999999943,0.007867747155600568,-0.002284552523209804,0.0011986571399287271,0.002163220012602274,0.009870762333027194,-0.005761822245549553,,0.8930342932712776
1996-10-31,0.00029609405001806977,-0.003158666784480957,-0.00046942998467436325,0.0021985780328552806,0.0009849648816242507,0.00014460252560510867,0.007797750518982127,0.01069608736419525,-0.004841628629974615,-0.021025126892733503,-0.0006467014329087917,-0.484099999999998,-0.0010643831816352645,-0.004806408219922176,0.0,41.4,41.0,7.238496840894365,7.213768308118642,,0.007529967426636475,0.038628979956373044,0.03602565160232718,1.29,0.31,2.83,-0.25,-0.09999999999999964,-0.33000000000000007,-0.2999999999999998,-0.27999999999999936,-0.27000000000000046,17.6269,-0.3200000000000003,-0.68775,-0.74975,1.54,1.54,0.8599999999999994,-1.0052609325406081e-05,0.00019290159736140566,1.7999999999999972,0.003348967469665176,0.004541444895653335,-0.0012073405598069797,-0.0006572933943402859,-0.004987695902920031,0.004778651491510466,,
1996-11-30,0.009144785172068737,0.012137815804911689,0.009155050627470906,0.002334322202978356,0.0005210594994142781,0.0031821363434385574,0.007370385040294636,-0.0016670811141263897,0.012386428697531038,0.015500364419004597,0.015276548641233845,0.301400000000001,0.03283744774473085,-0.019808380121716596,0.20000000000000018,41.5,41.0,7.305860032684009,7.252762418053187,,-0.004819428275645521,0.04761777136918699,0.043137044208268804,0.89,0.11,2.48,-0.28,0.040000000000000036,-0.2999999999999998,-0.33000000000000007,-0.28000000000000025,-0.29000000000000004,17.1635,-0.20999999999999996,-0.8088,-0.7806,1.17,1.5899999999999999,0.8999999999999995,-9.989165751456142e-06,-0.0012398271114690829,2.700000000000003,-0.01012674960751081,-0.004546032830303304,0.0005950302218069581,-0.0010607786079450676,-0.007831643324788473,-0.000976908498120821,,
1996-12-31,0.006386648092456149,0.0068899986322357165,0.008634775306031628,0.001619232870622156,0.00040508087704083096,0.0038488517468149297,-0.007228160484027413,0.002427720830219471,0.0026496472720047848,0.016430763269951854,0.018181308784002148,0.2557000000000045,-0.05075012395655598,-0.040624125318791116,0.0,41.7,41.1,7.222566018822171,7.252053951852814,,-8.851189384273539e-05,0.01025081326223809,0.004771938497841521,1.01,0.18,2.6,-0.38,-0.1200000000000001,0.10000000000000053,0.09999999999999964,0.09999999999999964,0.10000000000000053,19.9415,0.08000000000000007,-0.724,-0.7315,1.3899999999999997,1.5899999999999999,0.9000000000000004,-0.000638264387432308,-0.0006180052665456515,-2.299999999999997,0.017171230019696893,0.0022593183695542862,-0.0011997533211811628,-0.000929970805835012,0.004886155644662438,0.0038684767779200158,,1.0330155049368628
1997-01-31,0.0015838703738682014,-0.0005642074713394507,0.001127311343562809,0.0017567087268570702,0.0007518579920997581,0.005731001954542236,0.012814460263310679,0.011221516784678087,-0.002462941266438534,-0.005733814526155179,0.005265616373876902,-0.3580000000000041,-0.00311575744336956,0.02954230042156958,-0.10000000000000053,41.4,40.6,7.2115567333138015,7.231287004327616,,0.009338932086528473,0.030436872892877886,0.01880233719867075,1.33,0.36,2.84,-0.22,0.1200000000000001,0.2599999999999998,0.28000000000000025,0.20000000000000018,0.21999999999999975,21.0313,0.22999999999999954,-0.6926,-0.6991999999999999,1.5499999999999998,1.5099999999999998,0.8399999999999999,-0.0006334767990034962,0.0001415148664705157,0.5,0.01793591590178778,-0.0022621577903692014,0.0011911785729576962,0.0006888369114363968,-0.005862241617718311,0.0009685230781304455,,
1997-02-28,0.011867816799596476,0.009502986062308594,0.01391382016111109,0.0026087436460642266,0.0010401017925989464,0.003134752023091991,0.02021365751513038,0.006684800921306078,0.00617851248529977,0.018362900551670336,0.016713498516270242,0.6847000000000065,0.050569729396864105,0.07309694819723589,-0.09999999999999964,41.6,41.0,7.303843225277705,7.275864600546533,,0.004804249219189316,0.041127865097629446,0.0282934463833997,1.23,0.34,2.75,-0.18,-0.020000000000000462,-0.1299999999999999,-0.16000000000000014,-0.14999999999999947,-0.11000000000000032,21.6478,-0.10999999999999943,-0.75625,-0.7304999999999999,1.4100000000000001,1.5200000000000005,0.8899999999999997,-3.5421475219621357e-06,0.0007826407827966619,2.299999999999997,0.029176902114448566,-0.0030103493861455277,-0.0006003895962676253,0.0009812461085196844,-0.006901800107379508,0.0009657135017002716,,
1997-03-31,0.006326080160110159,0.00967247063989074,0.00960730897411377,0.0026101531661790744,0.0014427934980112411,0.004696592375049491,0.00045575125057517596,0.007269030319136505,0.0070829792983939655,0.014181015176156109,0.015089375144869521,0.3234999999999957,-0.015708353751092474,-0.019966024130575022,0.0,41.8,41.3,7.284134806195205,7.269616749608169,,0.006639726331393092,-0.00783380825560176,-0.02099423888027241,1.3,0.41,2.79,-0.25,0.1299999999999999,0.33999999999999986,0.27000000000000046,0.23999999999999932,0.2400000000000002,22.3035,0.3199999999999994,-0.70475,-0.7122499999999999,1.5500000000000007,1.4899999999999993,0.8599999999999994,-0.0012543107536444609,-0.0010290821685332574,0.29999999999999716,0.008502873512357567,0.0015043232971914122,-3.1849878077139238e-06,0.00033171443352753016,-0.0020956499490347724,-0.0009685194598718638,,0.6433691338076031
1997-04-30,0.0011715145153683437,-0.003327416370863645,-0.000432910022970745,0.002439824364060428,0.000634170267138856,0.0007373105845012162,0.003335482087305053,-0.01486657276176473,-0.009699664907914851,-0.025190846440918513,0.00918967794430614,-0.5173000000000059,0.03797635686433054,0.02873432245555918,-0.10000000000000053,41.8,41.3,7.307872780763706,7.259116128097101,,-0.015493349697216274,-0.03628722968088827,-0.04932242174449142,1.38,0.48,2.83,-0.35,0.020000000000000462,0.21999999999999975,0.1999999999999993,0.16000000000000014,0.1800000000000006,21.5077,0.23000000000000043,-0.58725,-0.656,1.7299999999999995,1.4500000000000002,0.8400000000000007,-3.916034732043272e-07,-7.223769842301664e-05,1.4000000000000057,0.011880675145291342,-0.005297592096955128,0.001181660611872637,-0.00042456609438978887,-0.00014401036899602815,-0.0009657171199588532,,
1997-05-31,0.005524360977567255,0.007858434558797533,0.007025108216674347,0.002213610107943964,0.0007489558178122024,0.004542352044017761,-0.00024556462602021156,-0.0007069149425884547,0.007713848356926789,0.011728463688559287,0.011110804476068381,0.08520000000000039,-0.031919590548538324,-0.03126935655732588,-0.1999999999999993,41.7,41.2,7.273786317844895,7.254177846456518,,-0.0007046389017322241,0.086665517615657,0.07588270644349837,1.21,0.37,2.7,-0.45,-0.11000000000000032,-0.1899999999999995,-0.17999999999999972,-0.14000000000000057,-0.15000000000000036,21.9276,-0.16999999999999993,-0.5188,-0.6296,1.6600000000000001,1.4899999999999993,0.8700000000000001,-0.0006255865077342548,-0.0014374082139729794,1.7999999999999972,-0.017235418955634962,0.0037726852327679694,-0.0011900986471609087,-0.001231227985080352,0.012072581234269464,-0.001932367751053654,,
1997-06-30,0.004585436547763777,0.003747428246921203,0.006319640345607169,0.0020865943929528896,0.0013237031083050965,0.0036303832728012964,0.01337226278957182,0.011242024865294908,-0.001121758952002061,0.01982816188203529,0.016012564697882148,0.006399999999999295,0.03635662811327656,0.06626994985536072,0.09999999999999964,41.6,41.0,7.309212365692763,7.2456550675945355,,0.009369153478523629,0.05055540683178439,0.038247208571059677,0.93,0.13,2.46,-0.63,-0.1200000000000001,-0.1900000000000004,-0.21999999999999975,-0.17999999999999972,-0.16999999999999993,22.7433,-0.1900000000000004,-0.53925,-0.63525,1.5600000000000005,1.5299999999999994,0.9199999999999999,0.0018744147943507983,0.0017354348435336675,1.2999999999999972,-0.005636588479065452,0.0007567001415189623,-0.0005932883125359112,0.0007522859429895945,0.0,-3.7412758127075563e-06,,1.6515051002674142
1997-07-31,0.008505942659710719,0.008535587638808906,0.007767320466019356,0.0024234550144317524,5.7512580893259724e-05,0.004495309690971894,0.010076627509937097,0.012418427803419618,0.009569023439540914,0.0006399331553561538,0.005925029772875234,0.10760000000000502,0.022800743458176953,0.028443948037429223,-0.09999999999999964,41.6,41.1,7.270312886079025,7.272398392570047,,0.01116861283203896,0.054410115511180024,0.04270038445444735,0.7,0.02,2.23,-0.47,0.1200000000000001,-0.2599999999999998,-0.27000000000000046,-0.2699999999999996,-0.27000000000000046,23.2477,-0.20000000000000018,-0.602,-0.65275,1.17,1.5300000000000002,0.9199999999999999,-0.0006267539961957169,-0.0006832804863154962,2.5999999999999943,0.011101493442902566,-0.0015290380838282047,0.0005880549763945808,-0.0007956616730941946,-0.003041056575779244,0.0019361090268663617,,
1997-08-31,0.00995494609358527,0.012104777442419667,0.012115106204151793,-0.0002193329849049519,0.0037312405161529227,0.005922572317794916,-0.002838274577280586,0.0006052386954689126,0.008661557413617516,0.021499008155396737,0.02173789408245952,0.44650000000000034,-0.00874888358564796,0.002610110449865033,-0.10000000000000053,41.7,41.1,7.237059026124737,7.278628942320682,,-0.0018864262148081679,0.0021052298426464944,-0.009428160149414833,0.76,0.02,2.28,-0.4,0.08999999999999986,0.040000000000000036,0.08000000000000007,0.07000000000000028,0.08000000000000007,25.1538,0.05000000000000071,-0.6035999999999999,-0.6554,1.1600000000000001,1.5200000000000005,0.9199999999999999,0.0012430005142967104,0.00019838626470569665,-2.6999999999999886,0.02085170451475893,0.006863541527552641,-0.0011802883851599333,-0.0010865595775824133,0.0020253124559435065,0.0,,
1997-09-30,0.009117575456573768,0.007209875287231604,0.00896974303712561,0.003956836778261419,0.0006873246160967739,0.003018923759093184,0.008051571580196537,0.0062060521463891405,0.007528489406208649,0.007172870495519845,0.007934451272781473,0.16509999999999536,0.003001660768621406,-0.003957862795838096,0.10000000000000053,41.7,41.2,7.343426229147367,7.309212365692763,,0.003726220906786537,0.010492194994316861,-0.0008324048447927446,0.67,-0.02,2.16,-0.59,-0.1899999999999995,-0.04999999999999982,-0.08999999999999986,-0.1200000000000001,-0.0699999999999994,25.5928,-0.0600000000000005,-0.52075,-0.6295,1.2599999999999998,1.4900000000000002,0.9400000000000004,-6.187984790351209e-06,0.0016149460700800589,1.5999999999999943,-0.004389834661115977,-0.0022915202939497448,0.0017638406249602667,0.002477635298755665,0.0010157441198357375,-0.0029112102074586588,,1.2408386319378906
1997-10-31,0.008827849981996039,0.01377096425194324,0.009079338751737609,0.0028202152842453643,0.002801682841237607,0.005237780388046787,-0.0028997451582082334,-0.000931353939460422,0.014985283294935314,0.012097654387270396,0.013849215581439367,0.15520000000000778,-0.00019120674005890237,0.01766464876164342,-0.20000000000000018,41.8,41.1,7.326465613840322,7.312553498102598,,-0.0027969632734912153,0.014977665619887226,0.0044164851726034016,0.53,-0.04,2.07,-0.53,0.019999999999999574,-0.1800000000000006,-0.17999999999999972,-0.1299999999999999,-0.15000000000000036,25.6252,-0.11000000000000032,-0.4284,-0.5566,1.0600000000000005,1.54,0.9699999999999998,-0.00062516073747787,-0.001108252897143558,-0.4000000000000057,-0.0066126253270857305,0.000756127991345501,-5.5233437219470716e-06,-0.0005594151137646719,0.0020304575503820033,-0.0009836340540818611,,
1997-11-30,0.007844288895028306,0.006211986479394582,0.009668001294888207,0.0024259630111167496,0.0023952107259539446,0.007119026899529146,0.010581061414031367,-0.0025981113588464666,0.001517479092819407,0.023916224587596346,0.01784089148761403,0.18949999999999534,0.07258705931301535,0.15345185675208484,-0.10000000000000053,41.8,41.0,7.31986492980897,7.292337176173877,,-0.003830634573878555,-0.012952013787010053,-0.01783275878716406,0.36,-0.06,1.9,-0.38,0.16999999999999993,-0.1299999999999999,-0.15000000000000036,-0.15000000000000036,-0.1299999999999999,31.5452,-0.05999999999999961,-0.41725,-0.4805,0.7400000000000002,1.54,0.9900000000000002,-0.0006216886698338087,-0.0012453333732773686,1.6000000000000085,0.006115955949985263,-0.0045540816641036486,-0.0011757726214138842,-0.0012089220353903585,-0.007114352587653805,0.00389484426154052,,
1997-12-31,0.00424944358291679,0.0004970871343141781,0.005028941962206268,0.0026047752835189897,0.0017642209282406895,0.00611701192947578,-0.0025213205427725427,0.006762411226391762,-0.0030332487513504702,-0.0033632843420061675,0.005969275631885651,-0.2068000000000012,-0.09551942093980337,-0.22681022095930992,0.10000000000000053,42.0,41.3,7.356279876550748,7.283448228756631,,0.006139232425425689,0.02466871354409772,0.022779487337702964,0.31,0.03,1.82,-0.34,0.020000000000000462,-0.03000000000000025,-0.07000000000000028,-0.09999999999999964,-0.11000000000000032,26.4731,0.009999999999999787,-0.462,-0.494,0.6499999999999995,1.5100000000000007,0.9500000000000002,-0.0006193858790188855,-0.0002687044548386197,-5.1000000000000085,0.023441787609955078,0.000756127991345501,0.001167536056280838,0.0002773377768576779,-0.004132760067652619,-0.004889985294192378,,0.8502355049371246
1998-01-31,0.004373784275946591,0.007102594770327819,0.007523740669100221,0.0020613189308420488,0.0018178724542643465,0.008899754424968265,0.0019395573857234893,0.003182697338527163,0.004043623686373898,0.0035045664832331624,0.012789794741441263,-0.002300000000005298,0.002976517605926432,0.03154603816063961,-0.10000000000000053,41.9,41.1,7.329749689041512,7.349230824613334,,0.001952032311649532,0.0010281816113533182,-0.0015122494410704235,-0.02,-0.32,1.63,-0.52,-0.1200000000000001,-0.34999999999999964,-0.2699999999999996,-0.1299999999999999,-0.14999999999999947,24.4275,-0.35999999999999943,-0.5056,-0.5646,0.5,1.6500000000000004,1.0700000000000003,0.0006170925666610927,0.0007070585795281303,4.5,0.012514045816958586,-0.003820572579628312,-5.459006951369361e-06,0.0009418021671594445,-0.004248074472076091,-0.0019964167354409312,,
1998-02-28,0.0016174896182681309,0.000990739808076846,0.0016159769354180398,0.0016891963523946174,0.00045395222932498314,0.006965811514294984,0.013942130058826052,-0.000920965307511068,-0.0013647480936640477,-0.0020700540606144457,0.004242075904733689,-0.4940999999999889,0.03927852913473906,0.029783298988961704,0.0,41.7,41.1,7.367708572374371,7.4067107301776405,,-0.0009253050042072886,0.06079069339366594,0.05932679328652268,0.06,-0.2,1.74,-0.42,0.04999999999999982,0.07000000000000028,0.03000000000000025,0.05999999999999961,0.05999999999999961,20.3863,0.05999999999999961,-0.58125,-0.62825,0.4800000000000004,1.6799999999999997,1.0999999999999996,-0.001235330607991969,-0.0010181285627801628,3.8000000000000114,-0.009517395521380756,0.004576081632489348,-0.0005869980112782613,-0.0006662577230285294,0.004035639288148651,0.00392050761625562,,
1998-03-31,0.0003515910121256738,0.0009388873846232215,-0.0016651252690991214,0.0011831388130580933,0.0005671506504096868,0.006235391277545688,0.004939651829719338,0.005050437679512854,0.00023626272524879255,0.002133457666298355,0.00479070677409954,-0.7580000000000098,-0.024482175198373923,-0.03673195496512882,0.10000000000000053,41.5,40.9,7.356918242356021,7.380879035564116,,0.005053624876889984,0.05055895171946201,0.05016701046868688,0.16,-0.1,1.83,-0.46,-0.05999999999999961,0.1200000000000001,0.08000000000000007,0.07000000000000028,0.04999999999999982,20.5431,0.13999999999999968,-0.5615,-0.633,0.6200000000000001,1.67,1.0699999999999994,0.0,0.0006787856381844648,-3.9000000000000057,0.0038631725611502077,-5.86291736937028e-07,-3.045730116113532e-06,0.0002066139204970341,-8.975472035466225e-05,-8.822703365218842e-06,,0.9987489886350787
1998-04-30,0.0034253831806134727,0.004712502336474245,0.004578697307992208,0.002234548633399669,0.0,0.00379391334335466,0.0013551907000959318,0.01539507945457963,0.006601744295219092,0.0026826240471713447,0.002028851875795823,-0.22799999999999443,0.0225218504268625,0.04651850994300233,-0.40000000000000036,41.2,40.6,7.3395376954076745,7.344072850573066,,0.014157985146535879,0.032318495924197777,0.03304948408812969,0.19,-0.07,1.88,-0.5,-0.08000000000000007,0.0,-0.010000000000000675,0.009999999999999787,-0.02999999999999936,22.5381,0.0,-0.536,-0.61325,0.6899999999999995,1.6900000000000004,1.0500000000000007,0.001233806448929009,0.0010881690117310328,2.200000000000003,0.004716610263177934,0.0022973839470097346,-3.0351270412509734e-06,0.0007717715214470289,0.00739118463208932,-0.0010053876398838923,,
1998-05-31,0.0065697125334116535,0.0044866454286367485,0.005402403876112238,0.003183575453368448,-0.0007373585881857991,0.004649910133327495,0.003409660716870988,0.0025400747070758456,0.003636891016110866,0.008239337356338972,0.006522030534201306,-0.1419999999999959,-0.0015544230883239862,0.00482612718134412,0.10000000000000053,41.5,40.9,7.336936913707618,7.348587530927593,,7.743343368282751e-05,-0.0034044579000047648,-0.0020098038853353373,0.16,-0.05,1.81,-0.49,0.04999999999999982,0.019999999999999574,0.010000000000000675,-0.03000000000000025,0.0,21.4485,0.03000000000000025,-0.5156000000000001,-0.585,0.6500000000000004,1.6499999999999995,1.04,0.001229248983468878,0.0001254113794626477,-2.200000000000003,0.0038069478456383976,-0.0030627877348550214,0.0005755117400454424,-0.0008713329188418939,-4.536592723702881e-06,0.004976617046366094,,
1998-06-30,-0.006016655286145145,-0.00644713011711584,-0.007428585468876925,0.0018339087630003803,-0.0009650592557335358,0.0057903416541620345,-0.00400785689576999,0.009530405912597573,-0.010328728918649333,-0.04755350473355957,0.0010851075414626266,-1.160499999999999,-0.04788017387194721,-0.013336276344210418,0.09999999999999964,41.4,40.8,7.403061091090091,7.346655163176539,,0.00830677270758251,-2.7065919047331022e-05,0.002807936621545437,-0.06,-0.15,1.57,-0.58,-0.019999999999999574,-0.11000000000000032,-0.15000000000000036,-0.16999999999999993,-0.16000000000000014,22.2231,-0.07000000000000028,-0.49,-0.55975,0.5199999999999996,1.63,1.0300000000000002,-0.0012337989776680658,-0.0022158378346244234,-0.9000000000000057,0.01707907416130361,0.000764816597231821,-0.0005825527787406415,-0.002220351028187295,-0.004291807991513963,-0.00598903389286054,,0.9214296481921735
1998-07-31,-0.003852986693513749,-0.006641081345483357,-0.004139132191628647,0.0010781330318803128,-0.010505377803539773,0.0018040782425057245,-0.005860033216215754,-0.00712631953939713,-0.00848101691676817,-0.04087156149314186,-0.006114399767279899,-0.8422000000000054,-0.01009791214504041,-0.022787817112433828,0.0,41.4,40.8,7.437206366871292,7.383989457978509,,-0.009581667666223481,0.04255886257725372,0.04601715858684363,-0.08,-0.18,1.61,-0.58,-0.020000000000000462,-0.05999999999999961,-0.040000000000000036,0.020000000000000462,0.019999999999999574,20.2518,-0.05999999999999961,-0.47300000000000003,-0.5402,0.5,1.6900000000000004,1.0899999999999999,0.0012247325068361903,0.0033141637208951025,-0.3999999999999915,0.006263678889772528,0.00306454840781889,-3.00018051024864e-06,0.004066412044721801,-0.0022060378128596625,0.0009804801131600982,,
1998-08-31,0.020491901058277584,0.027127898025993247,0.02422636364012476,0.0026428456816844914,0.008003243998830456,0.003774529729909659,0.01085046987211058,-0.0076255997111864815,0.028144935223576084,0.1128389875733884,0.030581593851310096,1.4723999999999933,0.04907534779288625,0.04175658530374626,0.0,41.4,40.9,7.3864708488298945,7.4109518755836366,,-0.00884917672798835,-0.0735002638137372,-0.0693515408714509,-0.21,-0.34,1.59,-0.65,-0.05999999999999961,-0.1900000000000004,-0.1200000000000001,-0.010000000000000675,-0.03000000000000025,31.4885,-0.1900000000000004,-0.3265,-0.40025,0.4399999999999995,1.7999999999999998,1.1799999999999997,-0.0012292490656697908,-0.0010883474962506412,-0.7999999999999972,0.015183336472482267,-0.004595942275246401,0.001147096569035888,-0.0008590856406200942,0.005374478314448261,-0.0010257525399959277,,
